time,count
+0000,11
+0100,36
+0200,42
+0300,9
+0530,18
+0700,3
+0800,29
+0900,3
+1000,2
+1100,1
-0300,3
-0400,9
-0500,11
-0600,8
-0700,20
-0800,4
