time,count
+0000,13
+0100,73
+0200,96
+0300,4
+0330,1
+0430,1
+0530,15
+0600,1
+0700,3
+0800,11
+0900,3
+1200,6
+1300,2
-0300,4
-0400,31
-0500,29
-0600,5
-0700,9
-0800,4
