time,count
+0000,16
+0100,46
+0200,38
+0300,15
+0330,1
+0500,1
+0530,22
+0800,16
+0900,4
+1000,1
+1100,2
+1300,1
-0300,1
-0400,9
-0500,6
-0600,2
-0700,7
-0800,2
