time,count
+0000,9
+0100,8
+0200,13
+0300,1
+0330,1
+0430,1
+0530,2
+0700,1
+0800,12
+0900,1
+1000,1
+1100,1
-0300,1
-0400,3
-0500,3
-0700,7
-0800,5
