time,count
+0000,2
+0100,10
+0200,13
+0300,9
+0530,8
+0700,2
+0800,17
+0900,3
+1000,1
+1100,2
+1300,1
-0400,2
-0500,6
-0600,1
-0700,3
-0800,4
