time,count
+0000,3
+0100,8
+0200,8
+0300,2
+0330,1
+0530,4
+0700,1
+0800,1
+0900,4
+1000,4
+1100,6
+1300,1
-0300,1
-0400,9
-0500,7
-0600,2
-0700,10
-0800,5
